"SAMPLING_RESULTS_ID","SAMPLING_EVENTS_ID","CUSTODY_NUMBER","PARAMETER","METHOD","NUMBER_RESULT","REPORTED_RESULT","ALPHA_RESULT","FLAG","UNITS","MDL","RDL","ANALYSIS_DATE","ANALYZED_BY","RECORD_CREATED","PARAMETERS_ID","CONTRACT_LAB_ID","SAMPLE_ID","COLLECT_DATE","REASON","ROWID"
"161","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".151","    ","","mg/L","0.006","0.01","2010-04-30 00:00:00","pablo.davila","2010-05-21 00:00:00","","JOH","Downstream 8668 CF Hawn Frwy S","2010-04-28 00:00:00","","{3B31A1C9-929D-4F49-8D84-A7C9A095A966}"
"162","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".158","    ","","mg/L","0.006","0.01","2010-04-30 00:00:00","pablo.davila","2010-05-21 00:00:00","","JOH","Downstream 8668 CF Hawn Frwy S","2010-04-28 00:00:00","","{A8792CA4-E27A-4C7C-8918-3191782DDC55}"
"163","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","10","10.3","    ","","mg/L","0.079","0.1","2010-05-03 00:00:00","pablo.davila","2010-05-21 00:00:00","","JOR","010708 Hackberry Creek SD","2010-04-27 00:00:00","","{7C1C0020-2210-4641-8FCA-0CDEF3A4AFFF}"
"164","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","1",".874","    ","","mg/L","0.079","0.1","2010-05-03 00:00:00","pablo.davila","2010-05-21 00:00:00","","JOR","CBD1","2010-04-28 00:00:00","","{C336524A-187C-49AF-A118-C89260C7D681}"
"165","185","20100428-PD-2","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","1",".689","    ","","mg/L","0.079","0.1","2010-05-03 00:00:00","pablo.davila","2010-05-21 00:00:00","","JOR","DAWB 3","2010-04-28 00:00:00","","{E31CDEF2-CF44-4FC3-9841-BE38063F1642}"
"166","186","20100428-PD-3","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0",".115","    ","","mg/L","0.079","0.1","2010-05-03 00:00:00","pablo.davila","2010-05-21 00:00:00","","JOR","WDAL 2","2010-04-28 00:00:00","","{78E88554-08C8-4172-9D91-3B268AEB9D1C}"
"167","187","20100428-PD-4","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0",".103","    ","","mg/L","0.079","0.1","2010-05-03 00:00:00","pablo.davila","2010-05-21 00:00:00","","JOR","WDAL 2 Dup","2010-04-28 00:00:00","","{3D8A338C-5F14-45DA-9C38-CC3947565AD9}"
"168","188","20100428-PD-5","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","0",".33","    ","","mg/L","0.079","0.1","2010-05-03 00:00:00","pablo.davila","2010-05-21 00:00:00","","JOR","ELMT 1","2010-04-28 00:00:00","","{9E4CEA81-DB90-4C75-AF15-12CA601E75D3}"
"174","","","MBAS Surfactants","MBAS Surfactants by SM5540C","1","1.16","    ","","mg/L","0.043","0.1","2010-04-29 00:00:00","pablo.davila","2010-05-21 00:00:00","","SHH","DAWB 3 S","2010-04-28 00:00:00","","{1AACC965-AF21-4D08-A809-1DE34D96E801}"
"175","","","MBAS Surfactants","MBAS Surfactants by SM5540C","1","1.17","    ","","mg/L","0.043","0.1","2010-04-29 00:00:00","pablo.davila","2010-05-21 00:00:00","","SHH","DAWB 3 SD","2010-04-28 00:00:00","","{30F581D3-0749-4AFC-AAE6-E7F50B79D9E0}"
"180","","","Iron, Fe","ICP-AES Metals by EPA 200.7","5070","5070","    ","","ug/L","45","100","2010-05-07 00:00:00","pablo.davila","2010-05-21 00:00:00","","IST","ELMT 1 S","2010-04-28 00:00:00","","{82989F0E-6941-4C90-AE95-EA1D93D7456C}"
"191","","","Copper, Cu","ICP-AES Metals by EPA 200.7","1020","1020","    ","","ug/L","9.6","20","2010-05-07 00:00:00","pablo.davila","2010-05-21 00:00:00","","IST","Upstream 9108 Loneyvale Ave. S","2010-04-29 00:00:00","","{511DF19E-FDDC-4FBD-B8C7-F4E8D88586E5}"
"192","","","Iron, Fe","ICP-AES Metals by EPA 200.7","4900","4900","    ","","ug/L","45","100","2010-05-07 00:00:00","pablo.davila","2010-05-21 00:00:00","","IST","Upstream 9108 Loneyvale Ave. S","2010-04-29 00:00:00","","{6F6FE8E0-58AA-4631-BAA3-209D0E663096}"
"193","","","Copper, Cu","ICP-AES Metals by EPA 200.7","982","982","    ","","ug/L","9.6","20","2010-05-07 00:00:00","pablo.davila","2010-05-21 00:00:00","","IST","Upstream 9108 Loneyvale Ave. S","2010-04-29 00:00:00","","{7DE438C1-616D-4A9C-9661-0E819BC2CB6D}"
"194","","","Iron, Fe","ICP-AES Metals by EPA 200.7","4740","4740","    ","","ug/L","45","100","2010-05-07 00:00:00","pablo.davila","2010-05-21 00:00:00","","IST","Upstream 9108 Loneyvale Ave. S","2010-04-29 00:00:00","","{CA391769-A3F1-4492-AF04-3B7455F57B61}"
"478","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","134","134","    ","","mg/L","6.7","20","2010-05-27 00:00:00","andrew.morgan","2010-06-30 00:00:00","","Xenco","UPSTREAM   POND 1 S","2010-05-21 00:00:00","","{EE7E90BE-35F7-4D7F-8D67-71D82DE23C45}"
"479","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","11","11.2","    ","","mg/L","0.079","0.1","2010-05-28 00:00:00","andrew.morgan","2010-06-30 00:00:00","","Xenco","UPSTREAM   POND 1 S","2010-05-21 00:00:00","","{FAC1A761-0791-43BB-9FCF-08DF39477B06}"
"480","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","142","142","    ","","mg/L","6.7","20","2010-05-27 00:00:00","andrew.morgan","2010-06-30 00:00:00","","Xenco","UPSTREAM   POND 1 SD","2010-05-21 00:00:00","","{5287C631-0F83-4B25-834C-E01DB26A3C0E}"
"481","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","12","11.6","    ","","mg/L","0.079","0.1","2010-05-28 00:00:00","andrew.morgan","2010-06-30 00:00:00","","Xenco","UPSTREAM   POND 1 SD","2010-05-21 00:00:00","","{8D1D689E-46B3-4F3C-9F6B-6F961E14724B}"
"505","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","206","206","    ","","mg/L","6.7","20","2010-04-26 00:00:00","andrew.morgan","2010-07-23 00:00:00","","Xenco","001 S","2010-04-18 00:00:00","","{7E59AC2F-5EAE-476A-9D3C-75B3313CB092}"
"506","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","10","9.77","    ","","mg/L","0.079","0.1","2010-04-23 00:00:00","andrew.morgan","2010-07-23 00:00:00","","Xenco","2630 Blanton (Killsite) S","2010-04-16 00:00:00","","{043B7E6A-0D26-40F2-A96F-C16FEAB4A24F}"
"507","","","MBAS Surfactants","MBAS Surfactants by SM5540C","1","1.02","    ","","mg/L","0.043","0.1","2010-04-23 00:00:00","andrew.morgan","2010-07-23 00:00:00","","Xenco","DLMEB 042210 S","2010-04-22 00:00:00","","{DF130EDF-0C7B-4AF5-BC70-489900BD6768}"
"508","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","1","1.37","    ","","mg/L","0.028","0.1","2010-04-26 00:00:00","andrew.morgan","2010-07-23 00:00:00","","Xenco","Outfall 001 S","2010-04-17 00:00:00","","{BB9E3104-BB36-4059-8151-978BD929677E}"
"509","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0",".335","    ","","mg/L","0.028","0.1","2010-04-26 00:00:00","andrew.morgan","2010-07-23 00:00:00","","Xenco","LON B","2010-04-22 00:00:00","","{2B0BF6E8-5682-4197-BFB5-ADA1ECA71070}"
"837","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","16","15.9","    ","J","mg/L","6.7","20","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{A655BAD0-9139-4805-9A82-440B574EC216}"
"838","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","25","24.8","    ","","mg/L","6.7","20","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{A685B12E-D11C-41C4-9BFE-1EA590F06E4B}"
"839","","","COD, Chemical Oxygen Demand","COD by EPA 410.4","29","29.3","    ","","mg/L","6.7","20","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{23A6864E-0340-4DD0-ABA9-7E685CD6FDFA}"
"841","","","Oil & Grease, Total Recovered","HEM; Oil and Grease by EPA 1664A","33","32.7","    "," ","%","1.16","5","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","010706 COTTONWOOD CREEK S","2010-03-29 00:00:00","","{C4E19480-9510-4D15-8FE0-F385F9CC74B0}"
"842","","","Oil & Grease, Total Recovered","HEM; Oil and Grease by EPA 1664A","0","0","    "," ","%","1.16","5","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{B8D218A5-BBE3-40A3-A4BA-B9076C1B6F24}"
"843","","","Oil & Grease, Total Recovered","HEM; Oil and Grease by EPA 1664A","0","0","    "," ","%","1.16","5","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{A056CB3D-C4F1-448C-8D7B-7519B4688893}"
"844","","","Oil & Grease, Total Recovered","HEM; Oil and Grease by EPA 1664A","0","0","    "," ","%","1.16","5","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{7B526622-0AEF-44C5-A332-DEF1162E87A5}"
"845","","","Oil & Grease, Total Recovered","HEM; Oil and Grease by EPA 1664A","0","0","    "," ","%","1.16","5","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A DUP","2010-03-29 00:00:00","","{6FAEFB0C-FF83-487E-BF14-2F90ADEDB7EF}"
"846","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","12","12.1","    ","","mg/L","0.079","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","NWD5 S","2010-03-29 00:00:00","","{966D89E9-7778-4E34-BE3A-BFF4FCB6DEDF}"
"848","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","1",".891","    ","","mg/L","0.079","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{A1C24FC1-B939-4AC2-BEEC-32B12EE4F271}"
"850","","","Nitrogen, Ammonia (as N)","Nitrogen, Ammonia by EPA 350.3","4","4.09","    ","","mg/L","0.079","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{D8E25DE7-482A-4391-AA29-687EEFB523B1}"
"852","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","1",".992","    ","","mg/L","0.028","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","NWDA3 10 E1   1st Flush S","2010-03-24 00:00:00","","{3FF70E2B-D37B-41FD-89A8-D83C888F355D}"
"854","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0",".491","    ","","mg/L","0.028","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{F9C18C3C-8B2E-424E-9BDA-C1F0F985FE14}"
"855","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0",".201","    ","","mg/L","0.028","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{BAD4C73F-FFFE-4B0C-92EB-FFFC2EE63037}"
"856","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0",".365","    ","","mg/L","0.028","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{09411F50-22A6-4B67-936F-DF39BDD7BEF8}"
"857","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","0",".219","    ","","mg/L","0.028","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A DUP","2010-03-29 00:00:00","","{1F9B0418-C1E9-4440-8830-1F5ED888193D}"
"858","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","1",".54","    ","","mg/L","0.028","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","010713 BEAR CREEK S","2010-03-30 00:00:00","","{65D5A09E-3FAA-4A57-BE3B-A3069EDE5572}"
"859","","","Nitrate-Nitrite","Nitrogen, Nitrate-Nitrite by E353.3","1",".546","    ","","mg/L","0.028","0.1","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","010713 BEAR CREEK SD","2010-03-30 00:00:00","","{F969D9E4-F065-400C-92AF-7047D7A6998E}"
"860","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".181","    ","","mg/L","0.006","0.01","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","NWD5 S","2010-03-29 00:00:00","","{222C7F69-2856-4115-AADE-B644D8D469F5}"
"861","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".171","    ","","mg/L","0.006","0.01","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","NWD5 SD","2010-03-29 00:00:00","","{1EE2621F-E10E-474B-BC1A-38E6A63879C9}"
"862","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".108","    ","","mg/L","0.006","0.01","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{E7F95C61-056D-49CE-98E8-8610D9670A48}"
"863","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".484","    ","","mg/L","0.006","0.01","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{FA58CCEC-BDFB-48A6-AD8D-B21526892306}"
"864","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".085","    ","","mg/L","0.006","0.01","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{FFBDE542-DDEE-41AD-9BF7-FC0038194389}"
"865","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0",".215","    ","","mg/L","0.006","0.01","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A DUP","2010-03-29 00:00:00","","{18DBC69F-5B88-4CAD-822D-314D4D35D6BD}"
"866","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0","0","    ","","mg/L","0.006","0.01","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","010713 BEAR CREEK S","2010-03-30 00:00:00","","{4C3ED0C3-8759-4DF0-8820-A8A839B53850}"
"867","","","Total Phosphorous","Total Phosphorus (as P) by EPA 365.2","0","0","    ","","mg/L","0.006","0.01","2010-03-31 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","010713 BEAR CREEK SD","2010-03-30 00:00:00","","{94DFA357-973C-4DF4-8447-09A99AFDE580}"
"868","","","Atrazine","Organophosphorus Pesticides by SW846 8141A","0","0","    ","U","ug/L","0.174","0.5","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{A4698B1B-FB81-44A6-B9F7-A262B56F93B3}"
"869","","","Simazine","Organophosphorus Pesticides by SW846 8141A","0","0","    ","U","ug/L","0.058","0.5","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{FDE1CED5-8F49-44C2-9A72-E3C57E572DAF}"
"870","","","Tributyl Phosphate","Organophosphorus Pesticides by SW846 8141A","1","1.43","    "," ","%","0","","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{0FD6C596-D7A9-4A2E-AC6F-1A721C826CB3}"
"871","","","Triphenylphosphate","Organophosphorus Pesticides by SW846 8141A","1","1.45","    "," ","%","0","","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{69800592-34E5-4495-B0A2-D8045C225353}"
"872","","","Atrazine","Organophosphorus Pesticides by SW846 8141A","0","0","    ","U","ug/L","0.174","0.5","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{073A3DEB-EB40-4004-855F-F72145B50EBD}"
"873","","","Simazine","Organophosphorus Pesticides by SW846 8141A","0","0","    ","U","ug/L","0.058","0.5","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{4E01320E-FC79-4945-AE8C-34B6B28E1979}"
"874","","","Tributyl Phosphate","Organophosphorus Pesticides by SW846 8141A","2","2.09","    "," ","%","0","","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{7517E666-F4AE-444F-933B-0B428926E927}"
"875","","","Triphenylphosphate","Organophosphorus Pesticides by SW846 8141A","2","2.2","    "," ","%","0","","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{9ED2FCC2-51CD-4D33-ADBE-DFC00E43F067}"
"876","","","Atrazine","Organophosphorus Pesticides by SW846 8141A","0","0","    ","U","ug/L","0.174","0.5","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{5F70CD6B-3EC4-46DF-BC40-AB2DB25E5727}"
"877","","","Simazine","Organophosphorus Pesticides by SW846 8141A","0","0","    ","U","ug/L","0.058","0.5","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{F6DF763B-1A09-4C3F-B341-9A56A9EF8ACE}"
"878","","","Tributyl Phosphate","Organophosphorus Pesticides by SW846 8141A","2","2.09","    "," ","%","0","","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{FDD28BE7-798A-4BEA-A00E-3AA660C17206}"
"879","","","Triphenylphosphate","Organophosphorus Pesticides by SW846 8141A","2","1.96","    "," ","%","0","","2010-04-01 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{6B808782-4B37-407F-8E00-E06D8BC41DB9}"
"880","","","MBAS Surfactants","MBAS Surfactants by SM5540C","0",".05","    ","J","mg/L","0.043","0.1","2010-03-30 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{FB94AD87-BF2D-4A02-8F00-F2336FF9B335}"
"881","","","MBAS Surfactants","MBAS Surfactants by SM5540C","0","0","    ","U","mg/L","0.043","0.1","2010-03-30 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{CDA81A50-FBF8-4D5B-AB44-91B52578C4C9}"
"882","","","MBAS Surfactants","MBAS Surfactants by SM5540C","0",".119","    ","","mg/L","0.043","0.1","2010-03-30 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","DAN A","2010-03-29 00:00:00","","{F54A9798-1E9B-49B8-BD19-C54918AEF09B}"
"883","","","MBAS Surfactants","MBAS Surfactants by SM5540C","0","0","    ","U","mg/L","0.043","0.1","2010-03-30 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A DUP","2010-03-29 00:00:00","","{69DF4EDF-2E1D-46B3-A204-C4680E8E453F}"
"884","","","MBAS Surfactants","MBAS Surfactants by SM5540C","1","1.07","    ","","mg/L","0.043","0.1","2010-03-30 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","EFA 1 S","2010-03-28 00:00:00","","{A65A1241-4791-4A98-9C84-570645583D9C}"
"885","","","MBAS Surfactants","MBAS Surfactants by SM5540C","1","1.07","    ","","mg/L","0.043","0.1","2010-03-30 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","EFA 1 SD","2010-03-28 00:00:00","","{91599DC9-8244-4E07-9C56-4EDCF9A424DD}"
"886","","","2,4,5-T","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.229","0.5","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{30ECD046-D714-4C3E-AC9C-F017EC18FC56}"
"887","","","2,4,5-Tp","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.093","0.5","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{5E61ED0D-3D2F-4BDE-A543-CF626D5E6D51}"
"888","","","2,4-Db","Chlorinated Herbicides by SW-846 8151A","1",".56","    ","","ug/L","0.161","0.5","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{B684188C-C241-4B02-B2CE-6C48A90E6A85}"
"889","","","2,4-Dichlorophenylacetic Acid","Chlorinated Herbicides by SW-846 8151A","2","1.5","    "," ","%","0","","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{E31791A4-6C7D-437C-BFA6-D3DA0046A6B6}"
"890","","","Dalapon","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.108","1","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{B78C5E05-C669-4374-B0DF-6A4BD628A3B4}"
"891","","","Dicamba","Chlorinated Herbicides by SW-846 8151A","0",".17","    ","J","ug/L","0.085","0.5","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{B62EE3DB-DC69-4BFD-BF7A-76BAED5C320D}"
"892","","","Dichloroprop","Chlorinated Herbicides by SW-846 8151A","0",".19","    ","J","ug/L","0.076","0.5","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{70E2E6EA-886C-4CB7-A7BE-CD20C5F8D302}"
"893","","","MCPA","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","10.7","200","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{0DDFC8C9-71E1-4CB4-BAAC-77FDE7264069}"
"894","","","MCPP","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","11.2","200","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{9D9B8E3F-9A1F-4DC8-98B0-4E9209718752}"
"895","","","Pentachlorophenol","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.077","0.5","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{3CA33254-DB00-4B3B-8C47-857F190171E4}"
"896","","","2,4-D","Chlorinated Herbicides by SW-846 8151A","1","1.21","    ","","ug/L","0.052","0.5","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{3CD4FCAA-613B-402F-9E5F-337537EB1022}"
"897","","","2,4-Dichlorophenylacetic Acid","Chlorinated Herbicides by SW-846 8151A","1","1.29","    "," ","%","0","","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","RIB A","2010-03-29 00:00:00","","{734B0CDB-BDE5-4BB1-A9B7-D5759716E650}"
"898","","","2,4,5-T","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.234","0.51","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{EDFD2D28-3883-4081-AAA6-6E91DA2E9C20}"
"899","","","2,4,5-Tp","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.095","0.51","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{C57291A4-47A4-4C80-AAF6-9C7638233DA4}"
"900","","","2,4-D","Chlorinated Herbicides by SW-846 8151A","0",".173","    ","J","ug/L","0.053","0.51","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{1AF1D44D-CA74-420E-9B5C-E938213C9F95}"
"901","","","2,4-Db","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.164","0.51","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{019F9FF4-870C-47FF-BF70-3F5ACFCD3E63}"
"902","","","2,4-Dichlorophenylacetic Acid","Chlorinated Herbicides by SW-846 8151A","2","1.6","    "," ","%","0","","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{9C753345-4206-466C-8AAE-7324BEFA6773}"
"903","","","Dalapon","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.11","1.02","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{08CD8C7E-7B6D-4789-AD9E-FDB8B3966BA1}"
"904","","","Dicamba","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.087","0.51","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{D975F98B-7E13-47D4-8981-9E63E21E2FE3}"
"905","","","Dichloroprop","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.078","0.51","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{918553B0-0B62-4B45-B2AE-CA86A0BD7D77}"
"906","","","MCPA","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","10.9","204","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{897D977C-48C0-4FB3-9772-FFDCDBE5D4D4}"
"907","","","MCPP","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","11.5","204","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{8DF5C0BC-A965-41A1-B3C0-0AEE29D6518C}"
"908","","","Pentachlorophenol","Chlorinated Herbicides by SW-846 8151A","0","0","    ","U","ug/L","0.079","0.51","2010-04-02 00:00:00","andrew.morgan","2010-07-29 00:00:00","","Xenco","CAC A","2010-03-29 00:00:00","","{95BE1BB6-7BBC-4923-8A8E-12746AC8C232}"
